title,artist,album_artist,album,genre,track,date,compilation,media_type,comment,start_HH:MM:SS,end_HH:MM:SS,duration_HH:MM:SS
Fall Children,A.F.I.,A.F.I.,All Hallow's - EP,Punk,1/4,1999,0,1,SF Punk,00:00:00,00:03:12,00:03:12
